Name,Address,City,Province,Postal Code,Latitude,Longitude,Rating,Types
OutName,261 Blvd. J. D. Gauthier,Shippagan,New Brunswick,E8S1N5,99.99,77.77,5.0,"a, b, c, d"
OutName,204 Water Street,St. Andrews,New Brunswick,E5B1B4,99.99,77.77,5.0,"a, b, c, d"
OutName,204 Water Street,St. Andrews,New Brunswick,E5B1B4,99.99,77.77,5.0,"a, b, c, d"
OutName,11 Main Street,St. George,New Brunswick,E5C3H9,99.99,77.77,5.0,"a, b, c, d"
OutName,11 Main Street,St. George,New Brunswick,E5C3H9,99.99,77.77,5.0,"a, b, c, d"
OutName,35 Milltown Boulevard,St. Stephen,New Brunswick,E3L2W9,99.99,77.77,5.0,"a, b, c, d"
OutName,35 Milltown Boulevard,St. Stephen,New Brunswick,E3L1G2,99.99,77.77,5.0,"a, b, c, d"
OutName,138 Main St.,Sussex,New Brunswick,E0E1P1,99.99,77.77,5.0,"a, b, c, d"
OutName,635 Main Street,Sussex,New Brunswick,E4E7H5,99.99,77.77,5.0,"a, b, c, d"
OutName,635 Main Street,Sussex,New Brunswick,E4E7H5,99.99,77.77,5.0,"a, b, c, d"
OutName,13-3409 Rue Principale Centre D'achat Le Rond Point,Tracadie- Sheila,New Brunswick,E1X1C7,99.99,77.77,5.0,"a, b, c, d"
OutName,13-3409 Rue Principale Centre D'achat Le Rond Point,Tracadie- Sheila,New Brunswick,E1X1C7,99.99,77.77,5.0,"a, b, c, d"
OutName,3409 Rue Principale,Tracadie-sheila,New Brunswick,E1X1C7,99.99,77.77,5.0,"a, b, c, d"
OutName,570 Main Street,Woodstock,New Brunswick,E7M2C3,99.99,77.77,5.0,"a, b, c, d"
OutName,570 Main Street,Woodstock,New Brunswick,E7M2C3,99.99,77.77,5.0,"a, b, c, d"
OutName,Whiffen Head Road,Arnold's Cove,Newfoundland,A0B1N0,99.99,77.77,5.0,"a, b, c, d"
OutName,Whiffen Head Road,Arnold's Cove,Newfoundland,A0B1N0,99.99,77.77,5.0,"a, b, c, d"
OutName,85 Highway 410,Baie Verte,Newfoundland,A0K1B0,99.99,77.77,5.0,"a, b, c, d"
OutName,85 Highway 410,Baie Verte,Newfoundland,A0K1B0,99.99,77.77,5.0,"a, b, c, d"
OutName,199-203 Conception Bay Highway,Bay Roberts,Newfoundland,A0A1G0,99.99,77.77,5.0,"a, b, c, d"
OutName,199-203 Conception Bay Hwy,Bay Roberts,Newfoundland,A0A 1G,99.99,77.77,5.0,"a, b, c, d"
OutName,199-203 Conception Bay Hwy,Bay Roberts,Newfoundland,A0A 1G,99.99,77.77,5.0,"a, b, c, d"
OutName,199-203 Conception Bay Highway,Bay Roberts,Newfoundland,A0A1G0,99.99,77.77,5.0,"a, b, c, d"
OutName,64 Church Street,Bonavista,Newfoundland,A0C1B0,99.99,77.77,5.0,"a, b, c, d"
OutName,64 Church Street,Bonavista,Newfoundland,A0C1B0,99.99,77.77,5.0,"a, b, c, d"
OutName,98 Reach Road,Burgeo,Newfoundland,A0N2H0,99.99,77.77,5.0,"a, b, c, d"
OutName,98 Reach Road,Burgeo,Newfoundland,A0N2H0,99.99,77.77,5.0,"a, b, c, d"
OutName,135-161 Main Street,Burin Bay Arm,Newfoundland,A0E1G0,99.99,77.77,5.0,"a, b, c, d"
OutName,135-161 Main Street,Burin Bay Arm,Newfoundland,A0E1G0,99.99,77.77,5.0,"a, b, c, d"
OutName,92 Powell Drive,Carbonear,Newfoundland,A1Y1B5,99.99,77.77,5.0,"a, b, c, d"
OutName,92 Powell Drive,Carbonear,Newfoundland,A1Y1A5,99.99,77.77,5.0,"a, b, c, d"
OutName,Astor Avenue,Catalina,Newfoundland,A0C1J0,99.99,77.77,5.0,"a, b, c, d"
OutName,24 Shoal Harbour Drive,Clarenville,Newfoundland,A5A2C4,99.99,77.77,5.0,"a, b, c, d"
OutName,24 Shoal Harbour Drive,Clarenville,Newfoundland,A5A2C4,99.99,77.77,5.0,"a, b, c, d"
OutName,Clarkes Beach,Clarkes Beach,Newfoundland,A0A1W0,99.99,77.77,5.0,"a, b, c, d"
OutName,Conception Bay Highway,Clarkes Beach,Newfoundland,A0A1W0,99.99,77.77,5.0,"a, b, c, d"
OutName,288 Conception Bay Highway,Conception Bay South,Newfoundland,A1W3J1,99.99,77.77,5.0,"a, b, c, d"
OutName,288 Conception Bay Highway,Conception Bay South,Newfoundland,A1W3J1,99.99,77.77,5.0,"a, b, c, d"
OutName,62 Broadway,Corner Brook,Newfoundland,A2H6H4,99.99,77.77,5.0,"a, b, c, d"
OutName,54 Maple Valley Rd,Corner Brook,Newfoundland,A2H3C5,99.99,77.77,5.0,"a, b, c, d"
OutName,62 Broadway,Corner Brook,Newfoundland,A2H6H4,99.99,77.77,5.0,"a, b, c, d"
OutName,54 Maple Valley Rd,Corner Brook,Newfoundland,A2H3C5,99.99,77.77,5.0,"a, b, c, d"
OutName,12 Wight's Rd,Deer Lake,Newfoundland,A8A2H5,99.99,77.77,5.0,"a, b, c, d"
OutName,12 Wight's Rd,Deer Lake,Newfoundland,A8A2H5,99.99,77.77,5.0,"a, b, c, d"
OutName,31 Main Street,Fogo,Newfoundland,A0G2B0,99.99,77.77,5.0,"a, b, c, d"
OutName,31 Main Street,Fogo,Newfoundland,A0G2B0,99.99,77.77,5.0,"a, b, c, d"
OutName,451 Smallwood Blvd,Gambo,Newfoundland,AOG1T0,99.99,77.77,5.0,"a, b, c, d"
OutName,49 Roe Avenue,Gander,Newfoundland,A1V1W1,99.99,77.77,5.0,"a, b, c, d"
OutName,49 Roe Avenue,Gander,Newfoundland,A1V1W8,99.99,77.77,5.0,"a, b, c, d"
OutName,15 Water Street,Grand Bank,Newfoundland,A0E1W0,99.99,77.77,5.0,"a, b, c, d"
OutName,15 Water Street,Grand Bank,Newfoundland,A0E1W0,99.99,77.77,5.0,"a, b, c, d"
OutName,26 Cromer Avenue,Grand Falls-windso,Newfoundland,A2A 1X,99.99,77.77,5.0,"a, b, c, d"
OutName,26 Cromer Avenue,Grand Falls-windso,Newfoundland,A2A 1X,99.99,77.77,5.0,"a, b, c, d"
OutName,26 Cromer Avenue,Grand Falls-windsor,Newfoundland,A2A1X2,99.99,77.77,5.0,"a, b, c, d"
OutName,112 Water Street,Harbour Grace,Newfoundland,A0A2M0,99.99,77.77,5.0,"a, b, c, d"
OutName,112 Water Street,Harbour Grace,Newfoundland,A0A2M0,99.99,77.77,5.0,"a, b, c, d"
OutName,Shoe Cove Lane,La Scie,Newfoundland,A0K3M0,99.99,77.77,5.0,"a, b, c, d"
OutName,C/o General Delivery,La Scie,Newfoundland,A0K3M0,99.99,77.77,5.0,"a, b, c, d"
OutName,Shoe Cove Lane,La Scie,Newfoundland,A0K3M0,99.99,77.77,5.0,"a, b, c, d"
OutName,C/o General Delivery,La Scie,Newfoundland,A0K3M0,99.99,77.77,5.0,"a, b, c, d"
OutName,500 Vanier Avenue,Labrador City,Newfoundland,A2V2W7,99.99,77.77,5.0,"a, b, c, d"
OutName,500 Vanier Avenue,Labrador City,Newfoundland,A2V2W7,99.99,77.77,5.0,"a, b, c, d"
OutName,159 Main Street,Lewisporte,Newfoundland,A0G3A0,99.99,77.77,5.0,"a, b, c, d"
OutName,159 Main Street,Lewisporte,Newfoundland,A0G3A0,99.99,77.77,5.0,"a, b, c, d"
OutName,191-195 Ville Marie Drive,Marystown,Newfoundland,A0E2M0,99.99,77.77,5.0,"a, b, c, d"
OutName,191-195 Ville Marie Drive,Marystown,Newfoundland,A0E2M0,99.99,77.77,5.0,"a, b, c, d"
OutName,74 Old Placentia Road,Mount Pearl,Newfoundland,A1L2H8,99.99,77.77,5.0,"a, b, c, d"
OutName,2 Centennial Street,Mount Pearl,Newfoundland,A1N1G2,99.99,77.77,5.0,"a, b, c, d"
OutName,2 Centennial Street,Mount Pearl,Newfoundland,A1N1G2,99.99,77.77,5.0,"a, b, c, d"
OutName,1324 Topsail Road,Paradise,Newfoundland,A1L 1P,99.99,77.77,5.0,"a, b, c, d"
OutName,1324 Topsail Road,Paradise,Newfoundland,A1L1N9,99.99,77.77,5.0,"a, b, c, d"
OutName,P.o. Box 348,Ramea,Newfoundland,A0N2J0,99.99,77.77,5.0,"a, b, c, d"
OutName,P.o. Box 348,Ramea,Newfoundland,A0N2J0,99.99,77.77,5.0,"a, b, c, d"
OutName,5 Juniper Road,Springdale,Newfoundland,A0J1T0,99.99,77.77,5.0,"a, b, c, d"
OutName,5 Juniper Road,Springdale,Newfoundland,A0J1T0,99.99,77.77,5.0,"a, b, c, d"
OutName,2 Cornwall Avenue,St. John's,Newfoundland,A1E1Y5,99.99,77.77,5.0,"a, b, c, d"
OutName,21 Elizabeth Avenue East,St. John's,Newfoundland,A1A2Y3,99.99,77.77,5.0,"a, b, c, d"
OutName,245 Water Street,St. John's,Newfoundland,A1C5H5,99.99,77.77,5.0,"a, b, c, d"
OutName,48 Kenmount Road,St. John's,Newfoundland,A1B1W3,99.99,77.77,5.0,"a, b, c, d"
OutName,2 Cornwall Avenue,St. John's,Newfoundland,A1E1Y5,99.99,77.77,5.0,"a, b, c, d"
OutName,21 Elizabeth Avenue East,St. John's,Newfoundland,A1A2Y3,99.99,77.77,5.0,"a, b, c, d"
OutName,245 Water Street,St. John's,Newfoundland,A1C5H5,99.99,77.77,5.0,"a, b, c, d"
OutName,Thornburn Road,St. Johns,Newfoundland,A1B3T2,99.99,77.77,5.0,"a, b, c, d"
OutName,48 Kenmount Road,St. Johns,Newfoundland,A1B3T2,99.99,77.77,5.0,"a, b, c, d"
OutName,37 Rowan Street,St. Johns,Newfoundland,A1B 2X,99.99,77.77,5.0,"a, b, c, d"
OutName,2nd Level - Science Building,St. Johns,Newfoundland,A1C5S7,99.99,77.77,5.0,"a, b, c, d"
OutName,272 Torbay Road,St. Johns,Newfoundland,A1A3T2,99.99,77.77,5.0,"a, b, c, d"
OutName,760 Topsail Road,St. Johns,Newfoundland,A1N3J5,99.99,77.77,5.0,"a, b, c, d"
OutName,350 Torbay Road,St. Johns,Newfoundland,A1A4E1,99.99,77.77,5.0,"a, b, c, d"
OutName,37 Rowan Street,St. Johns,Newfoundland,A1B 2X,99.99,77.77,5.0,"a, b, c, d"
OutName,760 Topsail Road,St. Johns,Newfoundland,A1N3J5,99.99,77.77,5.0,"a, b, c, d"
OutName,350 Torbay Road,St. Johns,Newfoundland,A1A4E1,99.99,77.77,5.0,"a, b, c, d"
OutName,4 Riverside Drive,St. Lawrence,Newfoundland,A0E2V0,99.99,77.77,5.0,"a, b, c, d"
OutName,42 Queen Street,Stephenville,Newfoundland,A2N3A7,99.99,77.77,5.0,"a, b, c, d"
OutName,42 Queen Street,Stephenville,Newfoundland,A2N3A7,99.99,77.77,5.0,"a, b, c, d"
OutName,100 Main Street,Twillingate,Newfoundland,A0G4M0,99.99,77.77,5.0,"a, b, c, d"
OutName,100 Main Street,Twillingate,Newfoundland,A0G4M0,99.99,77.77,5.0,"a, b, c, d"
OutName,Bennett Street,Wabana,Newfoundland,A0A4H0,99.99,77.77,5.0,"a, b, c, d"
OutName,62a Main Street,Whitbourne,Newfoundland,A0B3K0,99.99,77.77,5.0,"a, b, c, d"
OutName,62a Main Street,Whitbourne,Newfoundland,A0B3K0,99.99,77.77,5.0,"a, b, c, d"
OutName,Whiffen Head Road,Arnold's Cove,Newfoundland,A0B1N0,99.99,77.77,5.0,"a, b, c, d"
OutName,Whiffen Head Road,Arnold's Cove,Newfoundland,A0B1N0,99.99,77.77,5.0,"a, b, c, d"
OutName,85 Highway 410,Baie Verte,Newfoundland,A0K1B0,99.99,77.77,5.0,"a, b, c, d"
OutName,85 Highway 410,Baie Verte,Newfoundland,A0K1B0,99.99,77.77,5.0,"a, b, c, d"
OutName,199-203 Conception Bay Highway,Bay Roberts,Newfoundland,A0A1G0,99.99,77.77,5.0,"a, b, c, d"
OutName,199-203 Conception Bay Hwy,Bay Roberts,Newfoundland,A0A 1G,99.99,77.77,5.0,"a, b, c, d"
OutName,199-203 Conception Bay Hwy,Bay Roberts,Newfoundland,A0A 1G,99.99,77.77,5.0,"a, b, c, d"
OutName,199-203 Conception Bay Highway,Bay Roberts,Newfoundland,A0A1G0,99.99,77.77,5.0,"a, b, c, d"
OutName,64 Church Street,Bonavista,Newfoundland,A0C1B0,99.99,77.77,5.0,"a, b, c, d"
OutName,64 Church Street,Bonavista,Newfoundland,A0C1B0,99.99,77.77,5.0,"a, b, c, d"
OutName,98 Reach Road,Burgeo,Newfoundland,A0N2H0,99.99,77.77,5.0,"a, b, c, d"
OutName,98 Reach Road,Burgeo,Newfoundland,A0N2H0,99.99,77.77,5.0,"a, b, c, d"
OutName,135-161 Main Street,Burin Bay Arm,Newfoundland,A0E1G0,99.99,77.77,5.0,"a, b, c, d"
OutName,135-161 Main Street,Burin Bay Arm,Newfoundland,A0E1G0,99.99,77.77,5.0,"a, b, c, d"
OutName,92 Powell Drive,Carbonear,Newfoundland,A1Y1B5,99.99,77.77,5.0,"a, b, c, d"
OutName,92 Powell Drive,Carbonear,Newfoundland,A1Y1A5,99.99,77.77,5.0,"a, b, c, d"
OutName,Astor Avenue,Catalina,Newfoundland,A0C1J0,99.99,77.77,5.0,"a, b, c, d"
OutName,24 Shoal Harbour Drive,Clarenville,Newfoundland,A5A2C4,99.99,77.77,5.0,"a, b, c, d"
OutName,24 Shoal Harbour Drive,Clarenville,Newfoundland,A5A2C4,99.99,77.77,5.0,"a, b, c, d"
OutName,Clarkes Beach,Clarkes Beach,Newfoundland,A0A1W0,99.99,77.77,5.0,"a, b, c, d"
OutName,Conception Bay Highway,Clarkes Beach,Newfoundland,A0A1W0,99.99,77.77,5.0,"a, b, c, d"
OutName,288 Conception Bay Highway,Conception Bay South,Newfoundland,A1W3J1,99.99,77.77,5.0,"a, b, c, d"
OutName,288 Conception Bay Highway,Conception Bay South,Newfoundland,A1W3J1,99.99,77.77,5.0,"a, b, c, d"
OutName,62 Broadway,Corner Brook,Newfoundland,A2H6H4,99.99,77.77,5.0,"a, b, c, d"
OutName,54 Maple Valley Rd,Corner Brook,Newfoundland,A2H3C5,99.99,77.77,5.0,"a, b, c, d"
OutName,62 Broadway,Corner Brook,Newfoundland,A2H6H4,99.99,77.77,5.0,"a, b, c, d"
OutName,54 Maple Valley Rd,Corner Brook,Newfoundland,A2H3C5,99.99,77.77,5.0,"a, b, c, d"
OutName,12 Wight's Rd,Deer Lake,Newfoundland,A8A2H5,99.99,77.77,5.0,"a, b, c, d"
OutName,12 Wight's Rd,Deer Lake,Newfoundland,A8A2H5,99.99,77.77,5.0,"a, b, c, d"
OutName,31 Main Street,Fogo,Newfoundland,A0G2B0,99.99,77.77,5.0,"a, b, c, d"
OutName,31 Main Street,Fogo,Newfoundland,A0G2B0,99.99,77.77,5.0,"a, b, c, d"
OutName,451 Smallwood Blvd,Gambo,Newfoundland,AOG1T0,99.99,77.77,5.0,"a, b, c, d"
OutName,49 Roe Avenue,Gander,Newfoundland,A1V1W1,99.99,77.77,5.0,"a, b, c, d"
OutName,49 Roe Avenue,Gander,Newfoundland,A1V1W8,99.99,77.77,5.0,"a, b, c, d"
OutName,15 Water Street,Grand Bank,Newfoundland,A0E1W0,99.99,77.77,5.0,"a, b, c, d"
OutName,15 Water Street,Grand Bank,Newfoundland,A0E1W0,99.99,77.77,5.0,"a, b, c, d"
OutName,26 Cromer Avenue,Grand Falls-windso,Newfoundland,A2A 1X,99.99,77.77,5.0,"a, b, c, d"
OutName,26 Cromer Avenue,Grand Falls-windso,Newfoundland,A2A 1X,99.99,77.77,5.0,"a, b, c, d"
OutName,26 Cromer Avenue,Grand Falls-windsor,Newfoundland,A2A1X2,99.99,77.77,5.0,"a, b, c, d"
OutName,112 Water Street,Harbour Grace,Newfoundland,A0A2M0,99.99,77.77,5.0,"a, b, c, d"
OutName,112 Water Street,Harbour Grace,Newfoundland,A0A2M0,99.99,77.77,5.0,"a, b, c, d"
OutName,Shoe Cove Lane,La Scie,Newfoundland,A0K3M0,99.99,77.77,5.0,"a, b, c, d"
OutName,C/o General Delivery,La Scie,Newfoundland,A0K3M0,99.99,77.77,5.0,"a, b, c, d"
OutName,Shoe Cove Lane,La Scie,Newfoundland,A0K3M0,99.99,77.77,5.0,"a, b, c, d"
OutName,C/o General Delivery,La Scie,Newfoundland,A0K3M0,99.99,77.77,5.0,"a, b, c, d"
OutName,500 Vanier Avenue,Labrador City,Newfoundland,A2V2W7,99.99,77.77,5.0,"a, b, c, d"
OutName,500 Vanier Avenue,Labrador City,Newfoundland,A2V2W7,99.99,77.77,5.0,"a, b, c, d"
OutName,159 Main Street,Lewisporte,Newfoundland,A0G3A0,99.99,77.77,5.0,"a, b, c, d"
OutName,159 Main Street,Lewisporte,Newfoundland,A0G3A0,99.99,77.77,5.0,"a, b, c, d"
OutName,191-195 Ville Marie Drive,Marystown,Newfoundland,A0E2M0,99.99,77.77,5.0,"a, b, c, d"
OutName,191-195 Ville Marie Drive,Marystown,Newfoundland,A0E2M0,99.99,77.77,5.0,"a, b, c, d"
OutName,74 Old Placentia Road,Mount Pearl,Newfoundland,A1L2H8,99.99,77.77,5.0,"a, b, c, d"
OutName,2 Centennial Street,Mount Pearl,Newfoundland,A1N1G2,99.99,77.77,5.0,"a, b, c, d"
OutName,2 Centennial Street,Mount Pearl,Newfoundland,A1N1G2,99.99,77.77,5.0,"a, b, c, d"
OutName,1324 Topsail Road,Paradise,Newfoundland,A1L 1P,99.99,77.77,5.0,"a, b, c, d"
OutName,1324 Topsail Road,Paradise,Newfoundland,A1L1N9,99.99,77.77,5.0,"a, b, c, d"
OutName,P.o. Box 348,Ramea,Newfoundland,A0N2J0,99.99,77.77,5.0,"a, b, c, d"
OutName,P.o. Box 348,Ramea,Newfoundland,A0N2J0,99.99,77.77,5.0,"a, b, c, d"
OutName,5 Juniper Road,Springdale,Newfoundland,A0J1T0,99.99,77.77,5.0,"a, b, c, d"
OutName,5 Juniper Road,Springdale,Newfoundland,A0J1T0,99.99,77.77,5.0,"a, b, c, d"
OutName,2 Cornwall Avenue,St. John's,Newfoundland,A1E1Y5,99.99,77.77,5.0,"a, b, c, d"
OutName,21 Elizabeth Avenue East,St. John's,Newfoundland,A1A2Y3,99.99,77.77,5.0,"a, b, c, d"
OutName,245 Water Street,St. John's,Newfoundland,A1C5H5,99.99,77.77,5.0,"a, b, c, d"
OutName,48 Kenmount Road,St. John's,Newfoundland,A1B1W3,99.99,77.77,5.0,"a, b, c, d"
OutName,2 Cornwall Avenue,St. John's,Newfoundland,A1E1Y5,99.99,77.77,5.0,"a, b, c, d"
OutName,21 Elizabeth Avenue East,St. John's,Newfoundland,A1A2Y3,99.99,77.77,5.0,"a, b, c, d"
OutName,245 Water Street,St. John's,Newfoundland,A1C5H5,99.99,77.77,5.0,"a, b, c, d"
OutName,Thornburn Road,St. Johns,Newfoundland,A1B3T2,99.99,77.77,5.0,"a, b, c, d"
OutName,48 Kenmount Road,St. Johns,Newfoundland,A1B3T2,99.99,77.77,5.0,"a, b, c, d"
OutName,37 Rowan Street,St. Johns,Newfoundland,A1B 2X,99.99,77.77,5.0,"a, b, c, d"
OutName,2nd Level - Science Building,St. Johns,Newfoundland,A1C5S7,99.99,77.77,5.0,"a, b, c, d"
OutName,272 Torbay Road,St. Johns,Newfoundland,A1A3T2,99.99,77.77,5.0,"a, b, c, d"
OutName,760 Topsail Road,St. Johns,Newfoundland,A1N3J5,99.99,77.77,5.0,"a, b, c, d"
OutName,350 Torbay Road,St. Johns,Newfoundland,A1A4E1,99.99,77.77,5.0,"a, b, c, d"
OutName,37 Rowan Street,St. Johns,Newfoundland,A1B 2X,99.99,77.77,5.0,"a, b, c, d"
OutName,760 Topsail Road,St. Johns,Newfoundland,A1N3J5,99.99,77.77,5.0,"a, b, c, d"
OutName,350 Torbay Road,St. Johns,Newfoundland,A1A4E1,99.99,77.77,5.0,"a, b, c, d"
OutName,4 Riverside Drive,St. Lawrence,Newfoundland,A0E2V0,99.99,77.77,5.0,"a, b, c, d"
OutName,42 Queen Street,Stephenville,Newfoundland,A2N3A7,99.99,77.77,5.0,"a, b, c, d"
OutName,42 Queen Street,Stephenville,Newfoundland,A2N3A7,99.99,77.77,5.0,"a, b, c, d"
OutName,100 Main Street,Twillingate,Newfoundland,A0G4M0,99.99,77.77,5.0,"a, b, c, d"
OutName,100 Main Street,Twillingate,Newfoundland,A0G4M0,99.99,77.77,5.0,"a, b, c, d"
OutName,Bennett Street,Wabana,Newfoundland,A0A4H0,99.99,77.77,5.0,"a, b, c, d"
OutName,62a Main Street,Whitbourne,Newfoundland,A0B3K0,99.99,77.77,5.0,"a, b, c, d"
OutName,62a Main Street,Whitbourne,Newfoundland,A0B3K0,99.99,77.77,5.0,"a, b, c, d"
OutName,5102 50th Avenue,Yellowknife,Northwest Territories,X1A3S8,99.99,77.77,5.0,"a, b, c, d"
OutName,5102 50th Avenue,Yellowknife,Northwest Territories,X1A3S8,99.99,77.77,5.0,"a, b, c, d"
OutName,482 Range Lk Road,Yellowknife,Northwest Territories,X1A3G4,99.99,77.77,5.0,"a, b, c, d"
OutName,5102 50th Avenue,Yellowknife,Northwest Territories,X1A3S8,99.99,77.77,5.0,"a, b, c, d"
OutName,5102 50th Avenue,Yellowknife,Northwest Territories,X1A3S8,99.99,77.77,5.0,"a, b, c, d"
OutName,482 Range Lk Road,Yellowknife,Northwest Territories,X1A3G4,99.99,77.77,5.0,"a, b, c, d"
OutName,,,,,99.99,77.77,5.0,"a, b, c, d"
OutName,Trans Canada Hwy 1a,Albany,Prince Edward Island,C0B1A0,99.99,77.77,5.0,"a, b, c, d"
OutName,Trans Canada Hwy 1a,Albany,Prince Edward Island,C0B1A0,99.99,77.77,5.0,"a, b, c, d"
OutName,143 Grafton Street,Charlottetown,Prince Edward Island,C1A7L4,99.99,77.77,5.0,"a, b, c, d"
OutName,135 St. Peters Road,Charlottetown,Prince Edward Island,C1A5P3,99.99,77.77,5.0,"a, b, c, d"
OutName,143 Grafton Street,Charlottetown,Prince Edward Island,C1A7L4,99.99,77.77,5.0,"a, b, c, d"
OutName,135 St. Peters Road,Charlottetown,Prince Edward Island,C1A5P3,99.99,77.77,5.0,"a, b, c, d"
OutName,20535 Transcanada Highway,Crapaud,Prince Edward Island,C0A1J0,99.99,77.77,5.0,"a, b, c, d"
OutName,20535 Transcanada Highway,Crapaud,Prince Edward Island,C0A1J0,99.99,77.77,5.0,"a, b, c, d"
OutName,54 Broadway Street,Kensington,Prince Edward Island,C0B1M0,99.99,77.77,5.0,"a, b, c, d"
OutName,54 Broadway Street,Kensington,Prince Edward Island,C0B1M0,99.99,77.77,5.0,"a, b, c, d"
OutName,552 Main Street,Montague,Prince Edward Island,C0A1R0,99.99,77.77,5.0,"a, b, c, d"
OutName,552 Main Street,Montague,Prince Edward Island,C0A1R0,99.99,77.77,5.0,"a, b, c, d"
OutName,Main Street,Morell,Prince Edward Island,C0A1S0,99.99,77.77,5.0,"a, b, c, d"
OutName,Main Street,Morell,Prince Edward Island,C0A1S0,99.99,77.77,5.0,"a, b, c, d"
OutName,494 Main Street,O' Leary,Prince Edward Island,C0B1V0,99.99,77.77,5.0,"a, b, c, d"
OutName,494 Main Street,O' Leary,Prince Edward Island,C0B1V0,99.99,77.77,5.0,"a, b, c, d"
OutName,135 St Peters Road,Sherwood,Prince Edward Island,C1A 5P,99.99,77.77,5.0,"a, b, c, d"
OutName,14 Kinlock Road,Stratford,Prince Edward Island,C1A7J6,99.99,77.77,5.0,"a, b, c, d"
OutName,274 Water Street,Summerside,Prince Edward Island,C1N2V5,99.99,77.77,5.0,"a, b, c, d"
OutName,274 Water Street,Summerside,Prince Edward Island,C1N2V5,99.99,77.77,5.0,"a, b, c, d"
OutName,Trans Canada Hwy 1a,Albany,Prince Edward Island,C0B1A0,99.99,77.77,5.0,"a, b, c, d"
OutName,Trans Canada Hwy 1a,Albany,Prince Edward Island,C0B1A0,99.99,77.77,5.0,"a, b, c, d"
OutName,143 Grafton Street,Charlottetown,Prince Edward Island,C1A7L4,99.99,77.77,5.0,"a, b, c, d"
OutName,135 St. Peters Road,Charlottetown,Prince Edward Island,C1A5P3,99.99,77.77,5.0,"a, b, c, d"
OutName,143 Grafton Street,Charlottetown,Prince Edward Island,C1A7L4,99.99,77.77,5.0,"a, b, c, d"
OutName,135 St. Peters Road,Charlottetown,Prince Edward Island,C1A5P3,99.99,77.77,5.0,"a, b, c, d"
OutName,20535 Transcanada Highway,Crapaud,Prince Edward Island,C0A1J0,99.99,77.77,5.0,"a, b, c, d"
OutName,20535 Transcanada Highway,Crapaud,Prince Edward Island,C0A1J0,99.99,77.77,5.0,"a, b, c, d"
OutName,54 Broadway Street,Kensington,Prince Edward Island,C0B1M0,99.99,77.77,5.0,"a, b, c, d"
OutName,54 Broadway Street,Kensington,Prince Edward Island,C0B1M0,99.99,77.77,5.0,"a, b, c, d"
OutName,552 Main Street,Montague,Prince Edward Island,C0A1R0,99.99,77.77,5.0,"a, b, c, d"
OutName,552 Main Street,Montague,Prince Edward Island,C0A1R0,99.99,77.77,5.0,"a, b, c, d"
OutName,Main Street,Morell,Prince Edward Island,C0A1S0,99.99,77.77,5.0,"a, b, c, d"
OutName,Main Street,Morell,Prince Edward Island,C0A1S0,99.99,77.77,5.0,"a, b, c, d"
OutName,494 Main Street,O' Leary,Prince Edward Island,C0B1V0,99.99,77.77,5.0,"a, b, c, d"
OutName,494 Main Street,O' Leary,Prince Edward Island,C0B1V0,99.99,77.77,5.0,"a, b, c, d"
OutName,135 St Peters Road,Sherwood,Prince Edward Island,C1A 5P,99.99,77.77,5.0,"a, b, c, d"
OutName,14 Kinlock Road,Stratford,Prince Edward Island,C1A7J6,99.99,77.77,5.0,"a, b, c, d"
OutName,274 Water Street,Summerside,Prince Edward Island,C1N2V5,99.99,77.77,5.0,"a, b, c, d"
OutName,274 Water Street,Summerside,Prince Edward Island,C1N2V5,99.99,77.77,5.0,"a, b, c, d"
OutName,170 Colborne Street,Brantford,Yukon,N3T5S7,99.99,77.77,5.0,"a, b, c, d"
OutName,212 Main Street,Whitehorse,Yukon,Y1A2B1,99.99,77.77,5.0,"a, b, c, d"
OutName,212 Main Street,Whitehorse,Yukon,Y1A2B1,99.99,77.77,5.0,"a, b, c, d"
OutName,170 Colborne Street,Brantford,Yukon,N3T5S7,99.99,77.77,5.0,"a, b, c, d"
OutName,212 Main Street,Whitehorse,Yukon,Y1A2B1,99.99,77.77,5.0,"a, b, c, d"
OutName,212 Main Street,Whitehorse,Yukon,Y1A2B1,99.99,77.77,5.0,"a, b, c, d"
OutName,903 Rosser Ave,Brandon,Manitoba,R7A 0L3,99.99,77.77,5.0,"a, b, c, d"
OutName,3 First Avenue Sw P.O. Box 729,Carman,Manitoba,R0G 0J0,99.99,77.77,5.0,"a, b, c, d"
OutName,424 Main Street N,Dauphin,Manitoba,R7N 1C8,99.99,77.77,5.0,"a, b, c, d"
OutName,104 Broadway Street South P.O. Box 368,Deloraine,Manitoba,R0M 0M0,99.99,77.77,5.0,"a, b, c, d"
OutName,125 Broadway Avenue P.O. Box 328,Pilot Mound,Manitoba,R0G 1P0,99.99,77.77,5.0,"a, b, c, d"
OutName,102 Saskatchewan Avenue W,Portage La Prairie,Manitoba,R1N 0M1,99.99,77.77,5.0,"a, b, c, d"
OutName,396 Main Street,Selkirk,Manitoba,R1A 1V1,99.99,77.77,5.0,"a, b, c, d"
OutName,299 Main St,Steinbach,Manitoba,R5G 1Z2,99.99,77.77,5.0,"a, b, c, d"
OutName,333 Main St,Stonewall,Manitoba,R0C 2Z0,99.99,77.77,5.0,"a, b, c, d"
OutName,501 Main St P.O. Box 430,Swan River,Manitoba,R0L 1Z0,99.99,77.77,5.0,"a, b, c, d"
