Province,StationID,Name,Latitude,Longitude,Postal Code,Date/Time,Year,Month,Day,Time,Temp (°C),Temp Flag,Dew Point Temp (°C),Dew Point Temp Flag,Rel Hum (%),Rel Hum Flag,Wind Dir (10s deg),Wind Dir Flag,Wind Spd (km/h),Wind Spd Flag,Visibility (km),Visibility Flag,Stn Press (kPa),Stn Press Flag,Hmdx,Hmdx Flag,Wind Chill,Wind Chill Flag,Weather
ON,42967,ALGONQUIN PARK EAST GATE,45.53,-78.27,P0A,4/26/2017 7:00,2017,4,26,7:00,8.9,,7.9,,94,,8,,2,,,,96.37,,,,,,NA
ON,42967,ALGONQUIN PARK EAST GATE,45.53,-78.27,P0A,4/26/2017 8:00,2017,4,26,8:00,9.7,,8.4,,92,,11,,5,,,,96.38,,,,,,NA
ON,42967,ALGONQUIN PARK EAST GATE,45.53,-78.27,P0A,4/26/2017 9:00,2017,4,26,9:00,10.3,,9.1,,92,,9,,3,,,,96.38,,,,,,NA
ON,42967,ALGONQUIN PARK EAST GATE,45.53,-78.27,P0A,4/26/2017 10:00,2017,4,26,10:00,11.2,,9.7,,90,,11,,4,,,,96.35,,,,,,NA
ON,42967,ALGONQUIN PARK EAST GATE,45.53,-78.27,P0A,4/26/2017 11:00,2017,4,26,11:00,12.7,,10,,83,,13,,7,,,,96.31,,,,,,NA
ON,42967,ALGONQUIN PARK EAST GATE,45.53,-78.27,P0A,4/26/2017 12:00,2017,4,26,12:00,14.1,,10.3,,78,,10,,6,,,,96.23,,,,,,NA
ON,42967,ALGONQUIN PARK EAST GATE,45.53,-78.27,P0A,4/26/2017 13:00,2017,4,26,13:00,14.9,,11,,77,,12,,6,,,,96.2,,,,,,NA
ON,42967,ALGONQUIN PARK EAST GATE,45.53,-78.27,P0A,4/26/2017 14:00,2017,4,26,14:00,15.5,,10.7,,73,,14,,7,,,,96.12,,,,,,NA
ON,42967,ALGONQUIN PARK EAST GATE,45.53,-78.27,P0A,4/26/2017 15:00,2017,4,26,15:00,16.6,,11.3,,71,,13,,7,,,,96.05,,,,,,NA
ON,42967,ALGONQUIN PARK EAST GATE,45.53,-78.27,P0A,4/26/2017 16:00,2017,4,26,16:00,17.5,,11.1,,66,,11,,10,,,,95.91,,,,,,NA
ON,42967,ALGONQUIN PARK EAST GATE,45.53,-78.27,P0A,4/26/2017 17:00,2017,4,26,17:00,17.5,,11.1,,66,,14,,7,,,,95.92,,,,,,NA
ON,42967,ALGONQUIN PARK EAST GATE,45.53,-78.27,P0A,4/26/2017 18:00,2017,4,26,18:00,16.5,,11.4,,72,,14,,6,,,,95.95,,,,,,NA
ON,42967,ALGONQUIN PARK EAST GATE,45.53,-78.27,P0A,4/26/2017 19:00,2017,4,26,19:00,13,,10,,82,,14,,2,,,,95.96,,,,,,NA
ON,42967,ALGONQUIN PARK EAST GATE,45.53,-78.27,P0A,4/26/2017 20:00,2017,4,26,20:00,10.7,,8.8,,88,,11,,2,,,,95.99,,,,,,NA
ON,42967,ALGONQUIN PARK EAST GATE,45.53,-78.27,P0A,4/26/2017 21:00,2017,4,26,21:00,9,,7.4,,90,,,,0,,,,96.01,,,,,,NA
ON,42967,ALGONQUIN PARK EAST GATE,45.53,-78.27,P0A,4/26/2017 22:00,2017,4,26,22:00,7.6,,6.3,,91,,0,,1,,,,96.01,,,,,,NA
ON,42967,ALGONQUIN PARK EAST GATE,45.53,-78.27,P0A,4/26/2017 23:00,2017,4,26,23:00,6.8,,5.5,,91,,,,0,,,,96,,,,,,NA
ON,42967,ALGONQUIN PARK EAST GATE,45.53,-78.27,P0A,4/27/2017 0:00,2017,4,27,0:00,6.1,,4.8,,92,,11,,2,,,,96.01,,,,,,NA
ON,42967,ALGONQUIN PARK EAST GATE,45.53,-78.27,P0A,4/27/2017 1:00,2017,4,27,1:00,5.3,,4.2,,92,,,,0,,,,95.99,,,,,,NA
ON,42967,ALGONQUIN PARK EAST GATE,45.53,-78.27,P0A,4/27/2017 2:00,2017,4,27,2:00,5.1,,4.1,,93,,,,0,,,,95.98,,,,,,NA
ON,42967,ALGONQUIN PARK EAST GATE,45.53,-78.27,P0A,4/27/2017 3:00,2017,4,27,3:00,6.6,,5.6,,93,,,,0,,,,95.98,,,,,,NA
ON,42967,ALGONQUIN PARK EAST GATE,45.53,-78.27,P0A,4/27/2017 4:00,2017,4,27,4:00,6.8,,5.6,,92,,,,0,,,,95.91,,,,,,NA
ON,42967,ALGONQUIN PARK EAST GATE,45.53,-78.27,P0A,4/27/2017 5:00,2017,4,27,5:00,6.9,,5.9,,93,,,,0,,,,95.94,,,,,,NA
ON,42967,ALGONQUIN PARK EAST GATE,45.53,-78.27,P0A,4/27/2017 6:00,2017,4,27,6:00,9.4,,8.4,,93,,0,,1,,,,95.97,,,,,,NA
ON,42967,ALGONQUIN PARK EAST GATE,45.53,-78.27,P0A,4/27/2017 7:00,2017,4,27,7:00,12.4,,11.3,,93,,13,,1,,,,95.94,,,,,,NA
ON,42967,ALGONQUIN PARK EAST GATE,45.53,-78.27,P0A,4/27/2017 8:00,2017,4,27,8:00,15.3,,12.2,,81,,12,,5,,,,95.92,,,,,,NA
ON,42967,ALGONQUIN PARK EAST GATE,45.53,-78.27,P0A,4/27/2017 9:00,2017,4,27,9:00,19,,12.8,,67,,16,,5,,,,95.9,,,,,,NA
ON,42967,ALGONQUIN PARK EAST GATE,45.53,-78.27,P0A,4/27/2017 10:00,2017,4,27,10:00,21.8,,12.2,,54,,13,,12,,,,95.85,,,,,,NA
ON,42967,ALGONQUIN PARK EAST GATE,45.53,-78.27,P0A,4/27/2017 11:00,2017,4,27,11:00,24.4,,12,,46,,14,,12,,,,95.81,,27,,,,NA
ON,42967,ALGONQUIN PARK EAST GATE,45.53,-78.27,P0A,4/27/2017 12:00,2017,4,27,12:00,26.4,,11.6,,40,,15,,11,,,,95.7,,28,,,,NA
ON,42967,ALGONQUIN PARK EAST GATE,45.53,-78.27,P0A,4/27/2017 13:00,2017,4,27,13:00,26.7,,9.2,,33,,16,,11,,,,95.61,,28,,,,NA
ON,42967,ALGONQUIN PARK EAST GATE,45.53,-78.27,P0A,4/27/2017 14:00,2017,4,27,14:00,27.4,,9.7,,33,,13,,13,,,,95.5,,29,,,,NA
ON,42967,ALGONQUIN PARK EAST GATE,45.53,-78.27,P0A,4/27/2017 15:00,2017,4,27,15:00,26.5,,9.3,,34,,14,,11,,,,95.47,,27,,,,NA
ON,42967,ALGONQUIN PARK EAST GATE,45.53,-78.27,P0A,4/27/2017 16:00,2017,4,27,16:00,25.8,,8.3,,33,,14,,11,,,,95.4,,26,,,,NA
ON,42967,ALGONQUIN PARK EAST GATE,45.53,-78.27,P0A,4/27/2017 17:00,2017,4,27,17:00,24.9,,9,,37,,13,,13,,,,95.39,,26,,,,NA
ON,42967,ALGONQUIN PARK EAST GATE,45.53,-78.27,P0A,4/27/2017 18:00,2017,4,27,18:00,23.2,,10.6,,45,,17,,8,,,,95.39,,25,,,,NA
ON,42967,ALGONQUIN PARK EAST GATE,45.53,-78.27,P0A,4/27/2017 19:00,2017,4,27,19:00,21.6,,11.7,,53,,13,,7,,,,95.36,,,,,,NA
ON,42967,ALGONQUIN PARK EAST GATE,45.53,-78.27,P0A,4/27/2017 20:00,2017,4,27,20:00,16.1,,11.8,,76,,28,,10,,,,95.59,,,,,,NA
ON,42967,ALGONQUIN PARK EAST GATE,45.53,-78.27,P0A,4/27/2017 21:00,2017,4,27,21:00,14.1,,12.5,,90,,21,,3,,,,95.7,,,,,,NA
ON,42967,ALGONQUIN PARK EAST GATE,45.53,-78.27,P0A,4/27/2017 22:00,2017,4,27,22:00,13.7,,12.2,,91,,,,0,,,,95.66,,,,,,NA
ON,42967,ALGONQUIN PARK EAST GATE,45.53,-78.27,P0A,4/27/2017 23:00,2017,4,27,23:00,13.3,,11.9,,92,,,,0,,,,95.68,,,,,,NA
ON,42967,ALGONQUIN PARK EAST GATE,45.53,-78.27,P0A,4/28/2017 0:00,2017,4,28,0:00,11.2,,9.5,,89,,27,,5,,,,95.87,,,,,,NA
ON,42967,ALGONQUIN PARK EAST GATE,45.53,-78.27,P0A,4/28/2017 1:00,2017,4,28,1:00,8.9,,6.3,,84,,27,,8,,,,95.96,,,,,,NA
ON,42967,ALGONQUIN PARK EAST GATE,45.53,-78.27,P0A,4/28/2017 2:00,2017,4,28,2:00,7.7,,5.7,,87,,24,,3,,,,96.06,,,,,,NA
ON,42967,ALGONQUIN PARK EAST GATE,45.53,-78.27,P0A,4/28/2017 3:00,2017,4,28,3:00,6.7,,4.6,,87,,25,,5,,,,96.13,,,,,,NA
ON,42967,ALGONQUIN PARK EAST GATE,45.53,-78.27,P0A,4/28/2017 4:00,2017,4,28,4:00,6.5,,3.6,,82,,26,,7,,,,96.25,,,,,,NA
ON,42967,ALGONQUIN PARK EAST GATE,45.53,-78.27,P0A,4/28/2017 5:00,2017,4,28,5:00,6,,2.7,,80,,26,,6,,,,96.36,,,,,,NA
ON,42967,ALGONQUIN PARK EAST GATE,45.53,-78.27,P0A,4/28/2017 6:00,2017,4,28,6:00,5.8,,2.6,,80,,24,,5,,,,96.38,,,,,,NA
ON,42967,ALGONQUIN PARK EAST GATE,45.53,-78.27,P0A,4/28/2017 7:00,2017,4,28,7:00,6.7,,2.9,,77,,24,,4,,,,96.47,,,,,,NA
ON,42967,ALGONQUIN PARK EAST GATE,45.53,-78.27,P0A,4/28/2017 8:00,2017,4,28,8:00,6.8,,2.4,,74,,24,,5,,,,96.55,,,,,,NA
ON,42967,ALGONQUIN PARK EAST GATE,45.53,-78.27,P0A,4/28/2017 9:00,2017,4,28,9:00,7.3,,2.4,,71,,24,,6,,,,96.58,,,,,,NA
ON,42967,ALGONQUIN PARK EAST GATE,45.53,-78.27,P0A,4/28/2017 10:00,2017,4,28,10:00,8.1,,2.7,,69,,24,,9,,,,96.64,,,,,,NA
ON,42967,ALGONQUIN PARK EAST GATE,45.53,-78.27,P0A,4/28/2017 11:00,2017,4,28,11:00,9.9,,3.2,,63,,25,,9,,,,96.6,,,,,,NA
ON,42967,ALGONQUIN PARK EAST GATE,45.53,-78.27,P0A,4/28/2017 12:00,2017,4,28,12:00,13,,3.9,,54,,22,,7,,,,96.55,,,,,,NA
ON,42967,ALGONQUIN PARK EAST GATE,45.53,-78.27,P0A,4/28/2017 13:00,2017,4,28,13:00,13.8,,2.8,,47,,24,,14,,,,96.58,,,,,,NA
ON,42967,ALGONQUIN PARK EAST GATE,45.53,-78.27,P0A,4/28/2017 14:00,2017,4,28,14:00,15.3,,2.9,,43,,25,,13,,,,96.55,,,,,,NA
ON,42967,ALGONQUIN PARK EAST GATE,45.53,-78.27,P0A,4/28/2017 15:00,2017,4,28,15:00,15.5,,1.7,,39,,23,,10,,,,96.51,,,,,,NA
ON,42967,ALGONQUIN PARK EAST GATE,45.53,-78.27,P0A,4/28/2017 16:00,2017,4,28,16:00,16.2,,2,,38,,25,,9,,,,96.49,,,,,,NA
ON,42967,ALGONQUIN PARK EAST GATE,45.53,-78.27,P0A,4/28/2017 17:00,2017,4,28,17:00,16,,2.7,,41,,23,,9,,,,96.54,,,,,,NA
ON,42967,ALGONQUIN PARK EAST GATE,45.53,-78.27,P0A,4/28/2017 18:00,2017,4,28,18:00,15.4,,3.1,,44,,24,,9,,,,96.53,,,,,,NA
ON,42967,ALGONQUIN PARK EAST GATE,45.53,-78.27,P0A,4/28/2017 19:00,2017,4,28,19:00,12.2,,5,,61,,26,,3,,,,96.53,,,,,,NA
ON,42967,ALGONQUIN PARK EAST GATE,45.53,-78.27,P0A,4/28/2017 20:00,2017,4,28,20:00,8.6,,4.4,,75,,11,,2,,,,96.54,,,,,,NA
ON,42967,ALGONQUIN PARK EAST GATE,45.53,-78.27,P0A,4/28/2017 21:00,2017,4,28,21:00,6.8,,3.9,,82,,,,0,,,,96.58,,,,,,NA
ON,42967,ALGONQUIN PARK EAST GATE,45.53,-78.27,P0A,4/28/2017 22:00,2017,4,28,22:00,5.4,,2.9,,84,,,,0,,,,96.55,,,,,,NA
ON,42967,ALGONQUIN PARK EAST GATE,45.53,-78.27,P0A,4/28/2017 23:00,2017,4,28,23:00,5.5,,3,,84,,11,,2,,,,96.55,,,,,,NA
ON,42967,ALGONQUIN PARK EAST GATE,45.53,-78.27,P0A,4/29/2017 0:00,2017,4,29,0:00,4.7,,2.6,,87,,0,,1,,,,96.53,,,,,,NA
ON,42967,ALGONQUIN PARK EAST GATE,45.53,-78.27,P0A,4/29/2017 1:00,2017,4,29,1:00,6.1,,4.4,,89,,27,,3,,,,96.57,,,,,,NA
ON,42967,ALGONQUIN PARK EAST GATE,45.53,-78.27,P0A,4/29/2017 2:00,2017,4,29,2:00,8.6,,4,,73,,28,,6,,,,96.58,,,,,,NA
ON,42967,ALGONQUIN PARK EAST GATE,45.53,-78.27,P0A,4/29/2017 3:00,2017,4,29,3:00,7.4,,3.7,,77,,26,,4,,,,96.61,,,,,,NA
ON,42967,ALGONQUIN PARK EAST GATE,45.53,-78.27,P0A,4/29/2017 4:00,2017,4,29,4:00,6.3,,1,,69,,29,,4,,,,96.67,,,,,,NA
ON,42967,ALGONQUIN PARK EAST GATE,45.53,-78.27,P0A,4/29/2017 5:00,2017,4,29,5:00,5.8,,0.7,,70,,28,,5,,,,96.68,,,,,,NA
ON,42967,ALGONQUIN PARK EAST GATE,45.53,-78.27,P0A,4/29/2017 6:00,2017,4,29,6:00,5.2,,-0.5,,66,,29,,7,,,,96.71,,,,,,NA
ON,42967,ALGONQUIN PARK EAST GATE,45.53,-78.27,P0A,4/29/2017 7:00,2017,4,29,7:00,5.3,,-2.5,,57,,27,,9,,,,96.82,,,,,,NA
ON,42967,ALGONQUIN PARK EAST GATE,45.53,-78.27,P0A,4/29/2017 8:00,2017,4,29,8:00,6.2,,-2.1,,55,,27,,9,,,,96.89,,,,,,NA
ON,42967,ALGONQUIN PARK EAST GATE,45.53,-78.27,P0A,4/29/2017 9:00,2017,4,29,9:00,7.8,,-2.3,,49,,30,,10,,,,96.89,,,,,,NA
ON,42967,ALGONQUIN PARK EAST GATE,45.53,-78.27,P0A,4/29/2017 10:00,2017,4,29,10:00,8.7,,-1.9,,47,,34,,8,,,,96.86,,,,,,NA
ON,42967,ALGONQUIN PARK EAST GATE,45.53,-78.27,P0A,4/29/2017 11:00,2017,4,29,11:00,9.8,,-2.6,,42,,28,,10,,,,96.94,,,,,,NA
ON,42967,ALGONQUIN PARK EAST GATE,45.53,-78.27,P0A,4/29/2017 12:00,2017,4,29,12:00,9.7,,-3.3,,40,,30,,11,,,,96.96,,,,,,NA
ON,42967,ALGONQUIN PARK EAST GATE,45.53,-78.27,P0A,4/29/2017 13:00,2017,4,29,13:00,10.5,,-4.5,,34,,34,,7,,,,97.06,,,,,,NA
ON,42967,ALGONQUIN PARK EAST GATE,45.53,-78.27,P0A,4/29/2017 14:00,2017,4,29,14:00,10.8,,-4,,35,,28,,10,,,,97.16,,,,,,NA
ON,42967,ALGONQUIN PARK EAST GATE,45.53,-78.27,P0A,4/29/2017 15:00,2017,4,29,15:00,11.1,,-4.5,,33,,30,,9,,,,97.22,,,,,,NA
ON,42967,ALGONQUIN PARK EAST GATE,45.53,-78.27,P0A,4/29/2017 16:00,2017,4,29,16:00,10.1,,-4.6,,35,,36,,10,,,,97.25,,,,,,NA
ON,42967,ALGONQUIN PARK EAST GATE,45.53,-78.27,P0A,4/29/2017 17:00,2017,4,29,17:00,9.6,,-4.3,,37,,1,,9,,,,97.35,,,,,,NA
ON,42967,ALGONQUIN PARK EAST GATE,45.53,-78.27,P0A,4/29/2017 18:00,2017,4,29,18:00,8.4,,-4.7,,39,,34,,7,,,,97.44,,,,,,NA
ON,42967,ALGONQUIN PARK EAST GATE,45.53,-78.27,P0A,4/29/2017 19:00,2017,4,29,19:00,6,,-4.7,,46,,1,,7,,,,97.57,,,,,,NA
ON,42967,ALGONQUIN PARK EAST GATE,45.53,-78.27,P0A,4/29/2017 20:00,2017,4,29,20:00,4,,-4.1,,55,,8,,2,,,,97.66,,,,,,NA
ON,42967,ALGONQUIN PARK EAST GATE,45.53,-78.27,P0A,4/29/2017 21:00,2017,4,29,21:00,2.5,,-4.6,,60,,6,,2,,,,97.74,,,,,,NA
ON,42967,ALGONQUIN PARK EAST GATE,45.53,-78.27,P0A,4/29/2017 22:00,2017,4,29,22:00,2,,-5.2,,59,,3,,3,,,,97.8,,,,,,NA
ON,42967,ALGONQUIN PARK EAST GATE,45.53,-78.27,P0A,4/29/2017 23:00,2017,4,29,23:00,0.9,,-4.7,,66,,,,0,,,,97.91,,,,,,NA
ON,42967,ALGONQUIN PARK EAST GATE,45.53,-78.27,P0A,4/30/2017 0:00,2017,4,30,0:00,0.3,,-4.6,,69,,6,,2,,,,97.91,,,,,,NA
ON,42967,ALGONQUIN PARK EAST GATE,45.53,-78.27,P0A,4/30/2017 1:00,2017,4,30,1:00,0.9,,-5.3,,63,,5,,5,,,,97.89,,,,,,NA
ON,42967,ALGONQUIN PARK EAST GATE,45.53,-78.27,P0A,4/30/2017 2:00,2017,4,30,2:00,0.6,,-5.3,,65,,6,,3,,,,97.84,,,,,,NA
ON,42967,ALGONQUIN PARK EAST GATE,45.53,-78.27,P0A,4/30/2017 3:00,2017,4,30,3:00,0.2,,-5.4,,66,,9,,4,,,,97.8,,,,,,NA
ON,42967,ALGONQUIN PARK EAST GATE,45.53,-78.27,P0A,4/30/2017 4:00,2017,4,30,4:00,0.1,,-5.6,,66,,8,,4,,,,97.8,,,,,,NA
ON,42967,ALGONQUIN PARK EAST GATE,45.53,-78.27,P0A,4/30/2017 5:00,2017,4,30,5:00,0.1,,-5.4,,67,,6,,2,,,,97.81,,,,,,NA
ON,42967,ALGONQUIN PARK EAST GATE,45.53,-78.27,P0A,4/30/2017 6:00,2017,4,30,6:00,0.1,,-5.6,,66,,9,,4,,,,97.8,,,,,,NA
ON,42967,ALGONQUIN PARK EAST GATE,45.53,-78.27,P0A,4/30/2017 7:00,2017,4,30,7:00,0.2,,-5,,68,,10,,8,,,,97.86,,,,,,NA
ON,42967,ALGONQUIN PARK EAST GATE,45.53,-78.27,P0A,4/30/2017 8:00,2017,4,30,8:00,-0.2,,-3.7,,77,,5,,3,,,,97.88,,,,-1,,NA
ON,42967,ALGONQUIN PARK EAST GATE,45.53,-78.27,P0A,4/30/2017 9:00,2017,4,30,9:00,-0.1,,-2.9,,81,,12,,5,,,,97.84,,,,-2,,NA
ON,42967,ALGONQUIN PARK EAST GATE,45.53,-78.27,P0A,4/30/2017 10:00,2017,4,30,10:00,0.5,,-1.9,,84,,11,,8,,,,97.71,,,,,,NA
ON,42967,ALGONQUIN PARK EAST GATE,45.53,-78.27,P0A,4/30/2017 11:00,2017,4,30,11:00,0.9,,-1,,88,,10,,6,,,,97.64,,,,,,NA
ON,42967,ALGONQUIN PARK EAST GATE,45.53,-78.27,P0A,4/30/2017 12:00,2017,4,30,12:00,0.7,,-1,,88,,11,,7,,,,97.54,,,,,,NA
ON,42967,ALGONQUIN PARK EAST GATE,45.53,-78.27,P0A,4/30/2017 13:00,2017,4,30,13:00,1,,-0.6,,89,,10,,7,,,,97.44,,,,,,NA
ON,42967,ALGONQUIN PARK EAST GATE,45.53,-78.27,P0A,4/30/2017 14:00,2017,4,30,14:00,0.8,,-0.6,,90,,9,,4,,,,97.41,,,,,,NA
ON,42967,ALGONQUIN PARK EAST GATE,45.53,-78.27,P0A,4/30/2017 15:00,2017,4,30,15:00,0.7,,-0.4,,92,,5,,4,,,,97.39,,,,,,NA
ON,42967,ALGONQUIN PARK EAST GATE,45.53,-78.27,P0A,4/30/2017 16:00,2017,4,30,16:00,0.6,,-0.6,,91,,5,,4,,,,97.4,,,,,,NA
ON,42967,ALGONQUIN PARK EAST GATE,45.53,-78.27,P0A,4/30/2017 17:00,2017,4,30,17:00,0.5,,-0.6,,93,,5,,3,,,,97.33,,,,,,NA
ON,42967,ALGONQUIN PARK EAST GATE,45.53,-78.27,P0A,4/30/2017 18:00,2017,4,30,18:00,0.6,,-0.5,,92,,11,,7,,,,97.16,,,,,,NA
ON,42967,ALGONQUIN PARK EAST GATE,45.53,-78.27,P0A,4/30/2017 19:00,2017,4,30,19:00,0.7,,-0.5,,92,,10,,10,,,,97.01,,,,,,NA
ON,42967,ALGONQUIN PARK EAST GATE,45.53,-78.27,P0A,4/30/2017 20:00,2017,4,30,20:00,0.9,,-0.2,,92,,11,,7,,,,96.9,,,,,,NA
ON,42967,ALGONQUIN PARK EAST GATE,45.53,-78.27,P0A,4/30/2017 21:00,2017,4,30,21:00,1.1,,0,,93,,5,,3,,,,96.89,,,,,,NA
ON,42967,ALGONQUIN PARK EAST GATE,45.53,-78.27,P0A,4/30/2017 22:00,2017,4,30,22:00,1.3,,0.2,,92,,8,,3,,,,96.8,,,,,,NA
ON,42967,ALGONQUIN PARK EAST GATE,45.53,-78.27,P0A,4/30/2017 23:00,2017,4,30,23:00,1.3,,0.3,,93,,8,,5,,,,96.7,,,,,,NA
ON,42967,ALGONQUIN PARK EAST GATE,45.53,-78.27,P0A,5/1/2017 3:00,2017,5,1,3:00,1.5,,0.6,,94,,6,,2,,,,96.4,,,,,,NA
ON,42967,ALGONQUIN PARK EAST GATE,45.53,-78.27,P0A,5/1/2017 4:00,2017,5,1,4:00,1.8,,0.8,,93,,9,,4,,,,96.33,,,,,,NA
ON,42967,ALGONQUIN PARK EAST GATE,45.53,-78.27,P0A,5/1/2017 5:00,2017,5,1,5:00,1.9,,1,,94,,8,,3,,,,96.31,,,,,,NA
ON,42967,ALGONQUIN PARK EAST GATE,45.53,-78.27,P0A,5/1/2017 6:00,2017,5,1,6:00,2.2,,1.2,,93,,3,,3,,,,96.31,,,,,,NA
ON,42967,ALGONQUIN PARK EAST GATE,45.53,-78.27,P0A,5/1/2017 7:00,2017,5,1,7:00,2.5,,1.5,,93,,7,,4,,,,96.23,,,,,,NA
ON,42967,ALGONQUIN PARK EAST GATE,45.53,-78.27,P0A,5/1/2017 8:00,2017,5,1,8:00,2.9,,1.9,,93,,9,,4,,,,96.18,,,,,,NA
ON,42967,ALGONQUIN PARK EAST GATE,45.53,-78.27,P0A,5/1/2017 9:00,2017,5,1,9:00,3.2,,2.2,,93,,12,,4,,,,96.09,,,,,,NA
ON,42967,ALGONQUIN PARK EAST GATE,45.53,-78.27,P0A,5/1/2017 10:00,2017,5,1,10:00,3.5,,2.5,,93,,11,,6,,,,96.04,,,,,,NA
ON,42967,ALGONQUIN PARK EAST GATE,45.53,-78.27,P0A,5/1/2017 11:00,2017,5,1,11:00,4.2,,3.1,,93,,12,,6,,,,95.94,,,,,,NA
ON,42967,ALGONQUIN PARK EAST GATE,45.53,-78.27,P0A,5/1/2017 12:00,2017,5,1,12:00,5.1,,4,,93,,11,,5,,,,95.78,,,,,,NA
ON,42967,ALGONQUIN PARK EAST GATE,45.53,-78.27,P0A,5/1/2017 13:00,2017,5,1,13:00,5.2,,4.2,,93,,3,,3,,,,95.68,,,,,,NA
ON,42967,ALGONQUIN PARK EAST GATE,45.53,-78.27,P0A,5/1/2017 14:00,2017,5,1,14:00,6.6,,5.7,,94,,9,,2,,,,95.58,,,,,,NA
ON,42967,ALGONQUIN PARK EAST GATE,45.53,-78.27,P0A,5/1/2017 15:00,2017,5,1,15:00,7.6,,6.5,,93,,11,,2,,,,95.46,,,,,,NA
ON,42967,ALGONQUIN PARK EAST GATE,45.53,-78.27,P0A,5/1/2017 16:00,2017,5,1,16:00,7.6,,6.6,,93,,5,,1,,,,95.32,,,,,,NA
ON,42967,ALGONQUIN PARK EAST GATE,45.53,-78.27,P0A,5/1/2017 17:00,2017,5,1,17:00,9.5,,8.5,,94,,9,,4,,,,95.15,,,,,,NA
ON,42967,ALGONQUIN PARK EAST GATE,45.53,-78.27,P0A,5/1/2017 18:00,2017,5,1,18:00,10.2,,9.1,,93,,34,,2,,,,94.9,,,,,,NA
ON,42967,ALGONQUIN PARK EAST GATE,45.53,-78.27,P0A,5/1/2017 19:00,2017,5,1,19:00,12.1,,11,,93,,14,,4,,,,94.89,,,,,,NA
ON,42967,ALGONQUIN PARK EAST GATE,45.53,-78.27,P0A,5/1/2017 20:00,2017,5,1,20:00,13.1,,11.8,,92,,19,,5,,,,94.93,,,,,,NA
ON,42967,ALGONQUIN PARK EAST GATE,45.53,-78.27,P0A,5/1/2017 21:00,2017,5,1,21:00,13,,11.4,,90,,21,,7,,,,94.92,,,,,,NA
ON,42967,ALGONQUIN PARK EAST GATE,45.53,-78.27,P0A,5/1/2017 22:00,2017,5,1,22:00,12.6,,10.9,,90,,23,,5,,,,94.9,,,,,,NA
ON,42967,ALGONQUIN PARK EAST GATE,45.53,-78.27,P0A,5/1/2017 23:00,2017,5,1,23:00,12.3,,10.6,,90,,23,,7,,,,94.87,,,,,,NA
ON,42967,ALGONQUIN PARK EAST GATE,45.53,-78.27,P0A,5/2/2017 0:00,2017,5,2,0:00,11.3,,9.4,,88,,25,,6,,,,94.91,,,,,,NA
ON,42967,ALGONQUIN PARK EAST GATE,45.53,-78.27,P0A,5/2/2017 1:00,2017,5,2,1:00,10.5,,7.8,,83,,26,,10,,,,94.95,,,,,,NA
ON,42967,ALGONQUIN PARK EAST GATE,45.53,-78.27,P0A,5/2/2017 2:00,2017,5,2,2:00,9,,6.6,,85,,25,,4,,,,94.98,,,,,,NA
ON,42967,ALGONQUIN PARK EAST GATE,45.53,-78.27,P0A,5/2/2017 3:00,2017,5,2,3:00,7.8,,4.8,,81,,25,,7,,,,95.03,,,,,,NA
ON,42967,ALGONQUIN PARK EAST GATE,45.53,-78.27,P0A,5/2/2017 4:00,2017,5,2,4:00,7.2,,4.4,,83,,25,,6,,,,95.05,,,,,,NA
ON,42967,ALGONQUIN PARK EAST GATE,45.53,-78.27,P0A,5/2/2017 5:00,2017,5,2,5:00,6.8,,4.6,,86,,25,,3,,,,95.07,,,,,,NA
ON,42967,ALGONQUIN PARK EAST GATE,45.53,-78.27,P0A,5/2/2017 6:00,2017,5,2,6:00,6.1,,4.6,,90,,23,,1,,,,95.08,,,,,,NA
ON,42967,ALGONQUIN PARK EAST GATE,45.53,-78.27,P0A,5/2/2017 7:00,2017,5,2,7:00,7.4,,5.4,,87,,22,,4,,,,95.06,,,,,,NA
ON,42967,ALGONQUIN PARK EAST GATE,45.53,-78.27,P0A,5/2/2017 8:00,2017,5,2,8:00,8.1,,5.3,,82,,23,,6,,,,95.05,,,,,,NA
ON,42967,ALGONQUIN PARK EAST GATE,45.53,-78.27,P0A,5/2/2017 9:00,2017,5,2,9:00,9.3,,5.2,,76,,23,,7,,,,94.99,,,,,,NA
ON,42967,ALGONQUIN PARK EAST GATE,45.53,-78.27,P0A,5/2/2017 10:00,2017,5,2,10:00,9.3,,4.7,,73,,23,,7,,,,94.97,,,,,,NA
ON,42967,ALGONQUIN PARK EAST GATE,45.53,-78.27,P0A,5/2/2017 11:00,2017,5,2,11:00,9.3,,3.9,,69,,24,,9,,,,94.95,,,,,,NA
ON,42967,ALGONQUIN PARK EAST GATE,45.53,-78.27,P0A,5/2/2017 12:00,2017,5,2,12:00,10.1,,4.1,,66,,25,,7,,,,94.91,,,,,,NA
ON,42967,ALGONQUIN PARK EAST GATE,45.53,-78.27,P0A,5/2/2017 13:00,2017,5,2,13:00,10.7,,3.7,,62,,26,,6,,,,94.87,,,,,,NA
ON,42967,ALGONQUIN PARK EAST GATE,45.53,-78.27,P0A,5/2/2017 14:00,2017,5,2,14:00,9,,5.7,,80,,23,,4,,,,94.92,,,,,,NA
ON,42967,ALGONQUIN PARK EAST GATE,45.53,-78.27,P0A,5/2/2017 15:00,2017,5,2,15:00,8.1,,5,,81,,25,,7,,,,94.95,,,,,,NA
